Close,High,Low,Open,Volume,date
2465.6201171875,2467.580078125,2464.510009765625,2464.510009765625,0,2025-04-15 09:00:00
2466.7900390625,2466.8798828125,2465.199951171875,2465.199951171875,9934,2025-04-15 09:01:00
2466.169921875,2467.2099609375,2465.909912109375,2465.919921875,6820,2025-04-15 09:02:00
2464.52001953125,2465.93994140625,2464.52001953125,2465.77001953125,7824,2025-04-15 09:03:00
2461.760009765625,2463.780029296875,2461.22998046875,2463.780029296875,6421,2025-04-15 09:04:00
2462.419921875,2462.669921875,2461.840087890625,2461.840087890625,6018,2025-04-15 09:05:00
2463.2099609375,2464.7900390625,2463.2099609375,2463.2900390625,4995,2025-04-15 09:06:00
2461.77001953125,2464.110107421875,2461.389892578125,2463.969970703125,5250,2025-04-15 09:07:00
2462.0,2462.760009765625,2461.89990234375,2462.02001953125,6090,2025-04-15 09:08:00
2462.860107421875,2463.93994140625,2462.860107421875,2463.469970703125,4285,2025-04-15 09:09:00
2464.0,2464.06005859375,2463.27001953125,2463.330078125,3150,2025-04-15 09:10:00
2464.6201171875,2465.610107421875,2464.530029296875,2464.530029296875,5382,2025-04-15 09:11:00
2464.1298828125,2464.449951171875,2463.550048828125,2463.550048828125,3823,2025-04-15 09:12:00
2465.3701171875,2465.3701171875,2464.25,2464.7900390625,5350,2025-04-15 09:13:00
2466.949951171875,2466.949951171875,2465.489990234375,2465.56005859375,7588,2025-04-15 09:14:00
2469.080078125,2469.300048828125,2466.9599609375,2466.9599609375,6452,2025-04-15 09:15:00
2468.1201171875,2469.18994140625,2468.02001953125,2469.18994140625,4882,2025-04-15 09:16:00
2467.090087890625,2467.989990234375,2466.179931640625,2467.989990234375,5441,2025-04-15 09:17:00
2466.679931640625,2468.139892578125,2466.6298828125,2467.889892578125,3846,2025-04-15 09:18:00
2465.760009765625,2467.68994140625,2465.760009765625,2467.68994140625,8015,2025-04-15 09:19:00
2466.14990234375,2466.56005859375,2465.550048828125,2466.110107421875,7717,2025-04-15 09:20:00
2464.469970703125,2464.77001953125,2464.199951171875,2464.77001953125,5984,2025-04-15 09:21:00
2465.64990234375,2465.840087890625,2464.77001953125,2464.919921875,5453,2025-04-15 09:22:00
2464.909912109375,2465.389892578125,2464.909912109375,2465.340087890625,4872,2025-04-15 09:23:00
2466.669921875,2466.669921875,2465.050048828125,2465.050048828125,3494,2025-04-15 09:24:00
2466.830078125,2467.159912109375,2466.340087890625,2466.340087890625,3550,2025-04-15 09:25:00
2466.969970703125,2467.219970703125,2466.77001953125,2467.030029296875,3765,2025-04-15 09:26:00
2467.7900390625,2467.7900390625,2466.25,2466.300048828125,2708,2025-04-15 09:27:00
2466.64990234375,2468.330078125,2466.64990234375,2468.330078125,3625,2025-04-15 09:28:00
2467.1298828125,2467.75,2466.7099609375,2466.7099609375,4127,2025-04-15 09:29:00
2467.949951171875,2468.090087890625,2467.0,2467.0,3558,2025-04-15 09:30:00
2469.5,2469.5,2468.110107421875,2468.110107421875,3646,2025-04-15 09:31:00
2470.199951171875,2470.239990234375,2469.25,2469.25,4823,2025-04-15 09:32:00
2470.449951171875,2470.60009765625,2469.530029296875,2469.530029296875,2661,2025-04-15 09:33:00
2469.97998046875,2470.739990234375,2469.8701171875,2470.31005859375,3069,2025-04-15 09:34:00
2470.300048828125,2470.360107421875,2468.830078125,2470.360107421875,2026,2025-04-15 09:35:00
2469.929931640625,2470.06005859375,2469.2099609375,2469.669921875,1830,2025-04-15 09:36:00
2468.719970703125,2469.659912109375,2467.75,2469.659912109375,2383,2025-04-15 09:37:00
2469.31005859375,2469.31005859375,2468.679931640625,2468.969970703125,1889,2025-04-15 09:38:00
2469.419921875,2469.419921875,2468.949951171875,2469.340087890625,2616,2025-04-15 09:39:00
2469.340087890625,2469.550048828125,2468.860107421875,2469.47998046875,2119,2025-04-15 09:40:00
2469.260009765625,2469.3701171875,2468.929931640625,2469.06005859375,1610,2025-04-15 09:41:00
2468.449951171875,2469.5400390625,2468.449951171875,2469.5400390625,1750,2025-04-15 09:42:00
2467.659912109375,2468.0,2467.47998046875,2468.0,1686,2025-04-15 09:43:00
2466.300048828125,2467.429931640625,2466.300048828125,2467.429931640625,1467,2025-04-15 09:44:00
2465.56005859375,2466.27001953125,2465.56005859375,2466.27001953125,1870,2025-04-15 09:45:00
2466.659912109375,2466.659912109375,2465.52001953125,2465.52001953125,1631,2025-04-15 09:46:00
2466.300048828125,2466.300048828125,2465.6201171875,2465.909912109375,1606,2025-04-15 09:47:00
2465.85009765625,2466.52001953125,2465.85009765625,2465.85009765625,2319,2025-04-15 09:48:00
2467.0,2467.0,2466.360107421875,2466.60009765625,1681,2025-04-15 09:49:00
2466.889892578125,2467.169921875,2466.64990234375,2467.169921875,1637,2025-04-15 09:50:00
2466.419921875,2467.2099609375,2466.419921875,2467.2099609375,1683,2025-04-15 09:51:00
2466.64990234375,2467.139892578125,2466.530029296875,2466.530029296875,1773,2025-04-15 09:52:00
2467.93994140625,2468.199951171875,2467.47998046875,2467.47998046875,1439,2025-04-15 09:53:00
2468.510009765625,2468.510009765625,2467.760009765625,2468.330078125,1417,2025-04-15 09:54:00
2468.409912109375,2468.449951171875,2467.9599609375,2468.43994140625,1177,2025-04-15 09:55:00
2468.610107421875,2468.6201171875,2468.239990234375,2468.4599609375,1490,2025-04-15 09:56:00
2469.64990234375,2469.64990234375,2468.330078125,2468.969970703125,1394,2025-04-15 09:57:00
