date,0,1,2
2025-02-04,0.47377378,0.30710194,0.21912426
2025-02-04,0.4827796,0.12922207,0.38799846
2025-02-04,0.4822896,0.19686198,0.32084835
2025-02-04,0.1275572,0.829031,0.04341186
2025-02-04,0.09045041,0.884192,0.0253576
2025-02-04,0.357279,0.48744643,0.15527447
2025-02-04,0.38472787,0.44353095,0.17174122
2025-02-04,0.32067877,0.5394585,0.13986273
2025-02-04,0.42791396,0.34267336,0.22941265
2025-02-04,0.51242524,0.27609038,0.21148439
2025-02-04,0.43965378,0.28192437,0.2784219
2025-02-04,0.39640814,0.3659125,0.23767938
2025-02-04,0.19936547,0.73778576,0.0628487
2025-02-05,0.4371301,0.28486478,0.27800515
2025-02-05,0.282361,0.5979304,0.11970866
2025-02-05,0.43687707,0.2851485,0.27797434
2025-02-05,0.29120687,0.5877286,0.121064566
2025-02-05,0.05184119,0.9372803,0.010878523
2025-02-05,0.3024428,0.55514824,0.14240895
2025-02-05,0.48735213,0.2859302,0.22671771
2025-02-05,0.19700101,0.7206252,0.08237377
2025-02-05,0.38379434,0.40949014,0.20671551
2025-02-05,0.26548642,0.60651654,0.12799706
2025-02-05,0.48735213,0.2859302,0.22671771
2025-02-05,0.19700101,0.7206252,0.08237377
2025-02-05,0.38379434,0.40949014,0.20671551
2025-02-05,0.26548642,0.60651654,0.12799706
2025-02-05,0.3759197,0.4532182,0.17086221
2025-02-05,0.059835467,0.9264605,0.013704047
2025-02-05,0.14432892,0.80680853,0.048862558
2025-02-05,0.3736799,0.49250215,0.13381794
2025-02-05,0.4746449,0.2346429,0.29071218
2025-02-05,0.13389605,0.82001793,0.046086058
2025-02-05,0.36458552,0.41635337,0.21906108
2025-02-05,0.3614894,0.4618317,0.17667899
2025-02-05,0.36293322,0.43778113,0.19928564
2025-02-05,0.20908406,0.7166852,0.07423071
2025-02-05,0.36625397,0.43046847,0.20327759
2025-02-05,0.22926623,0.6862791,0.08445462
2025-02-05,0.42999613,0.26842493,0.30157888
2025-02-05,0.3845983,0.38767064,0.22773105
2025-02-05,0.30161214,0.55547947,0.14290842
2025-02-05,0.30238837,0.5557134,0.1418982
2025-02-05,0.14945556,0.8008486,0.04969582
2025-02-05,0.3771191,0.417456,0.20542483
2025-02-05,0.4483559,0.260112,0.29153207
2025-02-05,0.19200793,0.7450965,0.06289553
2025-02-05,0.4433789,0.2527787,0.30384246
2025-02-05,0.51467025,0.26278082,0.22254899
2025-02-05,0.40007156,0.42239314,0.17753533
2025-02-05,0.3767389,0.42087704,0.20238402
2025-02-05,0.48378414,0.19642079,0.3197951
2025-02-05,0.49388644,0.18482246,0.32129112
2025-02-05,0.4721523,0.14375784,0.3840899
2025-02-05,0.48927647,0.12278266,0.38794082
2025-02-05,0.48401946,0.16932383,0.34665668
2025-02-05,0.45602703,0.3274881,0.21648486
2025-02-05,0.46620968,0.15888011,0.37491018
2025-02-05,0.49426475,0.20722254,0.29851267
2025-02-05,0.23067814,0.6858605,0.08346128
2025-02-05,0.08168112,0.89675254,0.021566316
2025-02-05,0.3162987,0.550363,0.13333829
2025-02-05,0.47308937,0.13987549,0.38703507
2025-02-05,0.51328516,0.07769527,0.40901956
2025-02-05,0.42567912,0.31787524,0.25644565
2025-02-05,0.38067326,0.40820345,0.21112329
2025-02-05,0.49173346,0.18772788,0.3205387
2025-02-05,0.4847334,0.19141012,0.3238565
2025-02-05,0.18220195,0.75176454,0.066033565
2025-02-05,0.3317946,0.4754878,0.19271766
2025-02-06,0.08543912,0.8924393,0.022121586
2025-02-06,0.20617045,0.73291445,0.060915135
2025-02-06,0.22378866,0.7061976,0.07001368
2025-02-06,0.36949164,0.3908116,0.23969683
2025-02-06,0.4426437,0.24947542,0.30788088
2025-02-06,0.45967534,0.15803285,0.38229173
2025-02-06,0.1212365,0.8381967,0.040566824
2025-02-06,0.21871872,0.6912833,0.08999795
2025-02-06,0.50944597,0.16459566,0.3259584
2025-02-06,0.23138918,0.67080426,0.097806536
2025-02-06,0.3714153,0.45028287,0.17830186
2025-02-06,0.37672335,0.4549127,0.168364
2025-02-06,0.257885,0.6304986,0.111616366
2025-02-06,0.29302865,0.5880055,0.118965864
2025-02-06,0.26493314,0.6269233,0.10814348
2025-02-06,0.26841298,0.62404484,0.10754217
2025-02-06,0.14449468,0.8125006,0.043004707
2025-02-06,0.24237405,0.6664096,0.091216326
2025-02-06,0.41974747,0.25226426,0.32798824
2025-02-06,0.40177134,0.315926,0.2823027
2025-02-06,0.28857565,0.5883585,0.12306584
2025-02-06,0.29228887,0.5813601,0.12635104
2025-02-06,0.45400542,0.16153659,0.384458
2025-02-06,0.17209296,0.7701631,0.05774397
2025-02-06,0.32726592,0.54168403,0.13105004
2025-02-06,0.47993186,0.1424504,0.37761775
2025-02-06,0.37942293,0.45056134,0.17001574
2025-02-06,0.29535684,0.6015496,0.103093624
2025-02-06,0.4373065,0.3269465,0.23574702
2025-02-06,0.48346093,0.11446911,0.40206996
2025-02-06,0.4587244,0.23359086,0.30768478
2025-02-06,0.4623429,0.29053178,0.24712531
2025-02-06,0.137182,0.8117186,0.0510994
2025-02-06,0.23267357,0.6761992,0.09112725
2025-02-06,0.07729626,0.9034004,0.019303316
2025-02-06,0.09219865,0.882678,0.025123382
2025-02-06,0.23361997,0.6752191,0.091160834
2025-02-06,0.41726628,0.30244225,0.28029153
2025-02-06,0.47055414,0.19386326,0.33558264
2025-02-06,0.43864113,0.19612226,0.36523664
2025-02-06,0.10978758,0.85569364,0.034518708
2025-02-06,0.33176816,0.5058195,0.16241233
2025-02-06,0.44138107,0.3066536,0.25196528
2025-02-06,0.19412747,0.7259959,0.0798766
2025-02-06,0.5181357,0.12665808,0.35520622
2025-02-07,0.06803863,0.91512716,0.016834294
2025-02-07,0.129696,0.82827485,0.04202912
2025-02-07,0.2750616,0.60651004,0.1184283
2025-02-07,0.08196892,0.8941029,0.0239282
2025-02-07,0.4555408,0.26805225,0.27640703
2025-02-07,0.29843488,0.5734176,0.12814754
2025-02-07,0.10730521,0.8596359,0.033058878
2025-02-07,0.20507388,0.71161234,0.08331377
2025-02-07,0.4853189,0.11541911,0.39926207
2025-02-07,0.28884003,0.58776325,0.12339676
2025-02-07,0.30405852,0.5533548,0.14258666
2025-02-07,0.34415823,0.4830112,0.17283061
2025-02-07,0.30687186,0.54950505,0.14362305
2025-02-07,0.30685735,0.55093664,0.14220592
2025-02-07,0.3101687,0.53929126,0.15054005
2025-02-07,0.23238401,0.68498397,0.08263205
2025-02-07,0.32242376,0.5139704,0.16360587
2025-02-07,0.3489064,0.46352845,0.1875652
2025-02-07,0.2760089,0.60639405,0.11759704
2025-02-07,0.3528294,0.45298484,0.19418578
2025-02-07,0.29678792,0.5656075,0.13760462
2025-02-07,0.2704429,0.60800135,0.12155572
2025-02-07,0.20684834,0.7221247,0.071026914
2025-02-07,0.46473375,0.24223474,0.29303154
2025-02-07,0.20014796,0.7332126,0.0666395
2025-02-07,0.49333018,0.13999622,0.3666736
2025-02-07,0.478685,0.14423127,0.37708378
2025-02-07,0.48387858,0.13925983,0.37686166
2025-02-07,0.50184304,0.089423075,0.40873396
2025-02-07,0.2826223,0.6010205,0.116357215
2025-02-07,0.1703771,0.75803953,0.07158334
2025-02-07,0.26183593,0.6212483,0.11691572
2025-02-07,0.4635303,0.26661044,0.26985916
2025-02-07,0.40678713,0.3746424,0.21857043
2025-02-07,0.4681917,0.29414546,0.23766282
2025-02-07,0.2970351,0.5584237,0.14454122
2025-02-07,0.14520693,0.80623007,0.048562992
2025-02-07,0.318074,0.51774174,0.16418424
2025-02-07,0.4072331,0.3945659,0.19820105
2025-02-07,0.4072331,0.3945659,0.19820105
2025-02-07,0.45469156,0.30599964,0.23930877
2025-02-07,0.2857291,0.58717424,0.12709665
2025-02-08,0.454853,0.15466155,0.3904854
2025-02-09,0.41202754,0.3769636,0.21100888
2025-02-09,0.3954686,0.4068984,0.19763304
2025-02-09,0.42312855,0.35816896,0.21870247
2025-02-09,0.44945088,0.3020214,0.2485277
2025-02-09,0.36192238,0.46917915,0.16889852
2025-02-09,0.3798464,0.43799132,0.18216228
2025-02-09,0.3552337,0.4703359,0.17443046
2025-02-09,0.4513553,0.28544298,0.2632017
2025-02-09,0.33143356,0.49807742,0.17048906
2025-02-09,0.4052958,0.316212,0.27849224
2025-02-09,0.4437222,0.3242721,0.23200572
2025-02-09,0.47096843,0.14249603,0.38653556
2025-02-09,0.4625575,0.18777686,0.34966555
2025-02-09,0.40348846,0.404573,0.19193858
2025-02-09,0.3393565,0.497177,0.1634665
2025-02-09,0.4560048,0.19419263,0.34980255
2025-02-10,0.48914525,0.18945585,0.3213989
2025-02-10,0.29597902,0.5615381,0.14248292
2025-02-10,0.4662229,0.31190884,0.2218682
2025-02-10,0.34812728,0.49787375,0.15399899
2025-02-10,0.4677556,0.14749897,0.38474548
2025-02-10,0.45949462,0.3065194,0.23398605
2025-02-10,0.39018995,0.37873176,0.23107825
2025-02-10,0.27065766,0.58207476,0.14726749
2025-02-10,0.39416033,0.3946088,0.21123083
2025-02-10,0.23651303,0.6726487,0.090838216
2025-02-10,0.23651303,0.6726487,0.090838216
2025-02-10,0.3637763,0.46330035,0.1729233
2025-02-10,0.3777679,0.40687543,0.2153566
2025-02-10,0.36517307,0.42642006,0.20840685
2025-02-10,0.19434896,0.74028087,0.06537019
2025-02-10,0.2543858,0.6454696,0.10014465
2025-02-10,0.25334695,0.647633,0.099020064
2025-02-10,0.33409315,0.50248086,0.16342597
2025-02-10,0.36568958,0.42474833,0.20956203
2025-02-10,0.36733586,0.4509184,0.18174578
2025-02-10,0.47029474,0.23858552,0.2911197
2025-02-10,0.2197728,0.6807933,0.09943397
2025-02-10,0.48713234,0.13640277,0.37646493
2025-02-10,0.4813594,0.17416196,0.34447855
2025-02-10,0.27717206,0.58679795,0.13602991
2025-02-10,0.46557933,0.1886884,0.34573227
2025-02-10,0.50571674,0.25432292,0.23996036
2025-02-10,0.26150563,0.6362611,0.102233216
2025-02-10,0.13969608,0.8142766,0.04602737
2025-02-10,0.28761825,0.5658219,0.14655988
2025-02-10,0.14565481,0.7975793,0.0567659
2025-02-10,0.16986164,0.77071905,0.059419315
2025-02-10,0.46373418,0.29189453,0.24437131
2025-02-10,0.5134927,0.092477925,0.39402938
2025-02-10,0.11422186,0.8501971,0.035581104
2025-02-10,0.43160582,0.2071753,0.36121884
2025-02-10,0.1893129,0.73360395,0.07708312
2025-02-10,0.33994076,0.47891685,0.18114233
2025-02-10,0.47466648,0.23676062,0.28857294
2025-02-10,0.49579203,0.23860358,0.26560438
2025-02-11,0.083165996,0.8944683,0.022365758
2025-02-11,0.08317424,0.8944593,0.022366472
2025-02-11,0.5016912,0.11028568,0.38802317
2025-02-11,0.083166435,0.89446914,0.022364382
2025-02-11,0.08318415,0.8944469,0.022368923
2025-02-11,0.08317977,0.89445263,0.022367595
2025-02-11,0.08316725,0.8944669,0.022365926
2025-02-11,0.26860675,0.603237,0.12815627
2025-02-11,0.2809326,0.60033894,0.11872843
2025-02-11,0.23351876,0.6789177,0.08756354
2025-02-11,0.08316725,0.8944669,0.022365926
2025-02-11,0.26860675,0.603237,0.12815627
2025-02-11,0.28093258,0.60033894,0.11872843
2025-02-11,0.08315577,0.8944806,0.022363687
2025-02-11,0.23351875,0.6789177,0.087563515
2025-02-11,0.26071346,0.61411697,0.12516955
2025-02-11,0.37319058,0.41529596,0.21151344
2025-02-11,0.39338627,0.332385,0.2742288
2025-02-11,0.35282826,0.4696942,0.17747751
2025-02-11,0.24518955,0.64813006,0.106680386
2025-02-11,0.3105848,0.54293305,0.14648208
2025-02-11,0.30014217,0.56769323,0.13216455
2025-02-11,0.25838932,0.6435457,0.098064944
2025-02-11,0.34943792,0.46742693,0.18313523
2025-02-11,0.34913462,0.46327227,0.18759306
2025-02-11,0.48364797,0.19059321,0.32575884
2025-02-11,0.50277936,0.18317144,0.3140493
2025-02-11,0.39529592,0.43950644,0.16519766
2025-02-11,0.48640737,0.21661933,0.29697335
2025-02-11,0.2249544,0.6928146,0.082231015
2025-02-11,0.12814645,0.8268567,0.04499687
2025-02-11,0.45581758,0.22520588,0.31897652
2025-02-11,0.44894585,0.3338333,0.21722086
2025-02-11,0.4621186,0.3251751,0.21270624
2025-02-11,0.37074858,0.45911247,0.17013898
2025-02-11,0.48037237,0.11427525,0.40535244
2025-02-11,0.09441607,0.87537426,0.03020974
2025-02-11,0.111934766,0.8507115,0.03735364
2025-02-11,0.20165701,0.7246725,0.07367048
2025-02-11,0.21345043,0.7112468,0.07530279
2025-02-11,0.33982003,0.45812422,0.20205574
2025-02-11,0.18172972,0.75462043,0.063649856
2025-02-11,0.5139637,0.12817734,0.35785896
2025-02-11,0.18108104,0.7540925,0.06482648
2025-02-11,0.49390692,0.199803,0.30629012
2025-02-11,0.39770308,0.37689054,0.2254064
2025-02-11,0.38507956,0.41601136,0.19890903
2025-02-12,0.4970079,0.10353227,0.39945978
2025-02-12,0.2625345,0.6247628,0.11270272
2025-02-12,0.4014312,0.38744873,0.21112011
2025-02-12,0.4765353,0.19675504,0.32670963
2025-02-12,0.4896077,0.18008621,0.33030617
2025-02-12,0.14008407,0.8120083,0.047907554
2025-02-12,0.35631332,0.4713219,0.17236476
2025-02-12,0.32973406,0.516852,0.15341392
2025-02-12,0.23283044,0.6782875,0.08888202
2025-02-12,0.13670185,0.8171036,0.046194572
2025-02-12,0.34910935,0.4587506,0.19214006
2025-02-12,0.34057102,0.46734974,0.19207932
2025-02-12,0.2653014,0.6209755,0.113723114
2025-02-12,0.31745598,0.5264573,0.15608667
2025-02-12,0.30219352,0.5588854,0.13892116
2025-02-12,0.22397634,0.6945771,0.0814465
2025-02-12,0.38031965,0.40299013,0.21669017
2025-02-12,0.39224258,0.36730152,0.24045591
2025-02-12,0.34546497,0.47244644,0.18208863
2025-02-12,0.29727614,0.5666113,0.13611256
2025-02-12,0.48096508,0.20391282,0.31512213
2025-02-12,0.484818,0.1291853,0.38599673
2025-02-12,0.4661096,0.1764409,0.3574495
2025-02-12,0.48383605,0.14012939,0.37603465
2025-02-12,0.47833732,0.13489844,0.38676432
2025-02-12,0.47578916,0.14100054,0.38321027
2025-02-12,0.18084462,0.74936306,0.06979231
2025-02-12,0.1787486,0.74984646,0.07140496
2025-02-12,0.12830967,0.83341926,0.038271107
2025-02-12,0.18795946,0.7461707,0.06586987
2025-02-12,0.49162292,0.2389676,0.2694095
2025-02-12,0.4044186,0.3925355,0.20304589
2025-02-12,0.37775034,0.4626055,0.15964414
2025-02-12,0.3325929,0.5319905,0.13541658
2025-02-12,0.31547537,0.5204841,0.16404048
2025-02-12,0.49401793,0.16951597,0.3364661
2025-02-12,0.41186574,0.36138737,0.2267469
2025-02-13,0.38928482,0.44466358,0.1660516
2025-02-13,0.40932703,0.42062396,0.17004894
2025-02-13,0.49428153,0.20877978,0.2969387
2025-02-13,0.22195792,0.6814937,0.09654842
2025-02-13,0.32041487,0.5372124,0.14237277
2025-02-13,0.29879808,0.5941445,0.107057385
2025-02-13,0.49863806,0.17923574,0.32212618
2025-02-13,0.15852922,0.7953071,0.04616365
2025-02-13,0.30487737,0.5616184,0.13350424
2025-02-13,0.40765306,0.3918475,0.2004994
2025-02-13,0.30487737,0.5616184,0.13350424
2025-02-13,0.40765306,0.3918475,0.2004994
2025-02-13,0.37992463,0.43100965,0.18906575
2025-02-13,0.28850618,0.58502924,0.12646456
2025-02-13,0.35933554,0.4523035,0.18836097
2025-02-13,0.24752812,0.65602773,0.09644421
2025-02-13,0.22381599,0.6958483,0.08033567
2025-02-13,0.4183518,0.27113128,0.31051695
2025-02-13,0.35057464,0.46760187,0.18182355
2025-02-13,0.3862164,0.40017235,0.21361122
2025-02-13,0.16934006,0.7695792,0.061080705
2025-02-13,0.45744324,0.14825514,0.39430162
2025-02-13,0.45816624,0.25895995,0.28287378
2025-02-13,0.40871328,0.39266023,0.19862649
2025-02-13,0.490892,0.10378344,0.40532458
2025-02-13,0.45981485,0.1784411,0.36174405
2025-02-13,0.46890447,0.23225258,0.29884297
2025-02-13,0.46900907,0.29752132,0.23346967
2025-02-13,0.09845101,0.87379915,0.027749807
2025-02-13,0.21520922,0.70911115,0.07567964
2025-02-13,0.46486592,0.25325924,0.28187484
2025-02-13,0.461945,0.21985944,0.31819555
2025-02-13,0.44782272,0.17459027,0.37758702
2025-02-13,0.27644628,0.5934718,0.13008183
2025-02-14,0.20216693,0.7071975,0.09063562
2025-02-14,0.36205903,0.46116936,0.17677155
2025-02-14,0.25247085,0.6437352,0.103794046
2025-02-14,0.34729642,0.509412,0.14329164
2025-02-14,0.31574053,0.53614664,0.14811285
2025-02-14,0.338197,0.5138812,0.14792182
2025-02-14,0.28876698,0.5798659,0.13136716
2025-02-14,0.48129058,0.2243596,0.29434976
2025-02-14,0.42915776,0.3249859,0.24585634
2025-02-14,0.47057557,0.19520836,0.33421603
2025-02-14,0.29135004,0.5829836,0.12566635
2025-02-14,0.47057557,0.19520836,0.33421603
2025-02-14,0.38487697,0.39196154,0.22316149
2025-02-14,0.23464704,0.67404705,0.09130588
2025-02-14,0.20645162,0.7185065,0.07504186
2025-02-14,0.34023628,0.48621482,0.17354897
2025-02-14,0.34010208,0.48639864,0.17349929
2025-02-14,0.24362174,0.66657096,0.08980731
2025-02-14,0.1867631,0.75346667,0.059770275
2025-02-14,0.27772328,0.6087287,0.11354804
2025-02-14,0.235063,0.67606,0.088877
2025-02-14,0.33171055,0.5060681,0.16222139
2025-02-14,0.38881603,0.38864833,0.22253563
2025-02-14,0.37792796,0.39587364,0.22619846
2025-02-14,0.33765334,0.4986618,0.16368496
2025-02-14,0.37792796,0.39587364,0.22619846
2025-02-14,0.2934563,0.5720872,0.13445653
2025-02-14,0.4323259,0.22742279,0.34025133
2025-02-14,0.4514062,0.33310106,0.21549276
2025-02-14,0.44274145,0.32624134,0.23101728
2025-02-14,0.4197723,0.37625846,0.20396924
2025-02-14,0.43868563,0.31743628,0.24387817
2025-02-14,0.4616186,0.17827542,0.360106
2025-02-14,0.46705434,0.22228934,0.31065637
2025-02-14,0.4555086,0.20769614,0.3367953
2025-02-14,0.3430845,0.48660913,0.17030638
2025-02-14,0.4471398,0.23889983,0.31396046
2025-02-14,0.4270423,0.25552616,0.31743154
2025-02-14,0.10150768,0.86966014,0.028832106
2025-02-14,0.23746152,0.6706872,0.0918513
2025-02-14,0.31206843,0.5671519,0.1207797
2025-02-14,0.25133786,0.6267339,0.12192823
2025-02-14,0.4564662,0.36227775,0.18125609
2025-02-15,0.2518633,0.63158166,0.1165551
2025-02-15,0.39584687,0.41382837,0.1903248
2025-02-15,0.4632184,0.2170966,0.319685
2025-02-15,0.5046772,0.10672846,0.38859433
2025-02-16,0.4388,0.21330181,0.34789824
2025-02-16,0.4082708,0.35856962,0.23315954
2025-02-16,0.4859696,0.20048743,0.31354293
2025-02-16,0.46637708,0.28916055,0.24446237
2025-02-16,0.48218155,0.24027239,0.27754605
2025-02-16,0.45349172,0.31523976,0.23126858
2025-02-16,0.48569605,0.22846189,0.28584203
2025-02-16,0.34209087,0.48600855,0.17190053
2025-02-16,0.54533374,0.23171255,0.22295377
2025-02-16,0.48076087,0.16491869,0.3543204
2025-02-16,0.37978902,0.36305842,0.2571526
2025-02-16,0.44488505,0.3504244,0.2046906
2025-02-16,0.21257854,0.71484184,0.072579674
2025-02-16,0.38525063,0.44357422,0.17117512
2025-02-16,0.46828985,0.14546235,0.38624778
2025-02-16,0.39450172,0.4288059,0.1766924
2025-02-16,0.44713077,0.22855993,0.32430932
2025-02-16,0.27539682,0.5901378,0.13446538
2025-02-16,0.23752663,0.6496229,0.11285048
2025-02-17,0.13229287,0.8236776,0.044029478
2025-02-17,0.13302226,0.8224013,0.044576462
2025-02-17,0.10291824,0.86653244,0.030549243
2025-02-17,0.019821776,0.9768241,0.003354152
2025-02-17,0.04492012,0.94610643,0.008973514
2025-02-17,0.50061303,0.27189597,0.22749107
2025-02-17,0.22536826,0.6723895,0.10224216
2025-02-17,0.1302799,0.82450914,0.045210943
2025-02-17,0.4464577,0.19191389,0.36162844
2025-02-17,0.37582493,0.37876025,0.24541484
2025-02-17,0.04492012,0.94610643,0.008973514
2025-02-17,0.50061303,0.27189597,0.22749107
2025-02-17,0.22536826,0.6723895,0.10224216
2025-02-17,0.1302799,0.82450914,0.045210943
2025-02-17,0.4464577,0.19191389,0.36162844
2025-02-17,0.37582493,0.37876025,0.24541484
2025-02-17,0.3007851,0.5671658,0.13204907
2025-02-17,0.42357954,0.30608454,0.27033594
2025-02-17,0.26633584,0.61762923,0.11603494
2025-02-17,0.36682847,0.42543763,0.20773393
2025-02-17,0.2715383,0.60858226,0.119879484
2025-02-17,0.35717353,0.43390423,0.20892219
2025-02-17,0.21980645,0.70273525,0.077458344
2025-02-17,0.21762262,0.70319307,0.07918434
2025-02-17,0.3569749,0.45358607,0.18943906
2025-02-17,0.28637868,0.58707726,0.1265441
2025-02-17,0.3896977,0.3532399,0.25706238
2025-02-17,0.3063796,0.55504334,0.13857701
2025-02-17,0.28555787,0.5827086,0.13173358
2025-02-17,0.28555787,0.5827086,0.13173358
2025-02-17,0.37287086,0.42141044,0.20571864
2025-02-17,0.08415619,0.8920757,0.023768092
2025-02-17,0.253596,0.6477334,0.09867059
2025-02-17,0.29600403,0.58290505,0.12109092
